193;1;2;10;20;Компьютер, Системный блок, HP 3500 Pro MT Windows 7,;HP PRO 3500 Series MT;RUA33501NR
194;1;1;12;12;"Монитор, Samsung 22""";Samsung S20C200B;3121HLPCC00124H
195;1;27;9;20;Не в учете;Panasonic KX-T2365;41BTA021010
196;1;1;9;19;"Монитор, Samsung S22E200NY 21.5""";Samsung S22E200NY;0AZVHLLH900856H
197;1;2;9;20;Компьютер, системный блок, HP 400 ProDesk G2 MT Core i5-4590S, 4 Gb, 500 Gb, Dos,;HP ProDesk 400 G3 MT Business PC;CZC6327QJ9
198;1;27;9;20;Не в учете;Panasonic KX-TS2361RUW;5GCKA560169
199;1;1;11;12;"Монитор, Samsung 22""";Samsung S20C200B;312HLPCB00209R
200;1;2;9;20;Компьютер, персональный компьютер, HP 6300 i3-3220 Windows 7,;HP Compaq Pro 6300 Microtower;RUA24807FH
201;1;2;9;20;Компьютер, Системный блок, HP 3500 Pro MT Windows 7,;HP PRO 3500 Series MT;RUA315041B
202;1;2;9;20;Компьютер, персональный компьютер, HP, 500B MT Pentium , Windows 7,;Compaq 500B MT;CZC0050KTB
203;1;6;9;20;МФУ (принтер, копир, факс), Panasonic KX-MB2030RU,;Panasonic KX-MB2030RU;0HCFB005980
204;1;1;9;15;"Монитор, Samsung S22E200NY 21.5""";Samsung S22E200NY;0AZVHLLG900254T
205;1;6;9;20;Не в учете;HP Color LaserJet CM1015 (личный, не трогать);CNF87BKGD0
206;1;27;9;20;Телефон стационарный, системный Panasonic KX-DT521RU;Panasonic KX-DT521RU-B;7CBTE005249
207;1;4;9;20;Сканер, Canon, CanoScan LiDE 220;Canon CanoScan Lide700F;KDUB40446
208;1;1;9;6;Не в учете;Samsung 940N;HA19HMDL928222T
209;1;2;9;20;Компьютер, персональный компьютер, HP, Compaq dx2400  Windows 7,;HP Compaq dx2400 Microtower;CZC8404992
210;1;27;9;20;Телефон стационарный, IP-телефон Panasonic KX-NT511ARUW;Panasonic KX-NT511ARUW;5BATB004614
211;1;27;9;20;Не в учете;Panasonic KX-TS2388RUW;2BAKD017205
212;1;27;9;20;Не в учете;Panasonic KX-TS2388RUW;2ABKD015944
213;1;27;9;20;Не в учете;Panasonic KX-TS2388RUW;1LAKD014376
214;1;1;7;13;"Монитор, Samsung S22D300HY 21.5""";Samsung S22C200N;3128HLND700512V
215;1;6;3;15;МФУ (принтер, копир, факс), HP LaserJet Pro M225 (CF485A), А4,;HP LaserJet Pro MFP M225dn (CF484A);CNB9H3M33B
216;1;2;9;20;Компьютер, Системный блок, HP 3500 Pro MT Windows 7,;HP PRO 3500 Series MT;RUA34107DF
217;1;1;2;6;Не в учете;Samsung SyncMaster 730BF;BI17HMEL207101T
218;1;2;11;20;Компьютер, системный блок, Dell Vostro 3681 Core i3-10100, 8GB, 1 Tb, Windows 10 Professional,;Vostro 3681;2NQHF73
219;1;1;9;13;"Монитор, Samsung 23""";Samsung S23C200B;3122HLND901907R
220;1;2;9;20;Компьютер, персональный компьютер, HP 400G1PD DM Windows 7 Professional,;HP ProDesk 400 G1 DM Business PC;CZC5103YCP
221;1;7;8;12;Принтер, HP, LaserJet Pro 400 M401d;HP LaserJet Pro 400 M401dw CF285A;VNC3M16655
222;1;2;9;20;Компьютер, системный блок, Dell Vostro 3681 Core i3-10100, 8GB, 1 Tb, Windows 10 Professional,;Vostro 3681;BR27P63
223;1;1;9;8;Не в учете;Samsung 943N;MY19HMBQA01123N
224;1;14;9;20;Не в учете;HP ProCurve Switch 408 8-Ports 10Base-T 100Base-TX Fast Ethernet switch;CN902ZN0XJ
225;1;4;9;20;Сканер, Canon, CanoScan LiDE 400;Canon CanoScan Lide700F;KDUB23144
226;1;7;9;20;Принтер, Brother, QL-570;Brother QL-570;E70239-M6Z324343
227;1;1;12;13;"Монитор, Samsung 23""";Samsung S23C200B;3122HLNDC00336V
228;1;2;9;20;Компьютер, персональный компьютер, HP 280 G1 MT Dos,;HP 280 G1 MT Business PC;CZC534092X
229;1;14;9;20;;HP Switch 1810-24G, J9801-60101;CN50FRR09Z
230;1;19;9;20;Сетевое оборудование, шкаф серверный, Hyperline, TWB-0945-GP-RAL9004,;Hyperline;187/340
231;1;7;4;15;Не в учете;HP LaserJet Pro P1102 RU (CE651A);VNF5W50277
232;1;1;11;0;Не в учете;Samsung 570BTFT;CN15H4VNBO4967Z
233;1;2;9;20;Компьютер, системный блок, HP 400 ProDesk G2 MT Core i5-4590S, 4 Gb, 500 Gb, Dos,;HP ProDesk 400 G2 MT;CZC44342KX
234;1;27;9;20;Телефон стационарный, IP-телефон Panasonic KX-NT511ARUW;Panasonic KX-NT511ARUB;6JATC007722
235;1;2;9;20;Компьютер, персональный компьютер, HP, 500B MT Pentium , Windows 7,;HP 500B MT;RUA0352KCX
236;1;1;9;10;"Монитор, Samsung E2220N 21.5""";Samsung E2220NW;0515HLOZ901584K
237;1;27;9;2;Не в учете;Panasonic KX-TS2388RUW;2ABKD015292
