vedpos;name;place;kolvo;placepriority;
179;‘етевое оборудование, коммутатор, ZyXEL, GS-108B,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);7;1;
180;‘етевое оборудование, маршрутизатор (роутер), ZTE, MF283V,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);3;1;
181;‘етевое оборудование, маршрутизатор (роутер), ZTE, MF838FT,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
182;‘етевое оборудование, маршрутизатор (роутер), ZyXEL, Keenetic,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
183;‘етевое оборудование, точка доступа, Ubiquiti, Bullet,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);7;1;
184;"‘етевое оборудование, шкаф телекоммуникационный, CABEUS, 19"" 9U,";“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);4;1;
185;‘истема контролЯ, видеонаблюдение, IP камера Dahua DH-IPC-HFW2231TP-ZS,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);10;1;
186;‘истема контролЯ, видеонаблюдение, видеокамера,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);38;1;
187;‘истема контролЯ, видеонаблюдение, видеокамера,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
188;‘истема контролЯ, видеонаблюдение, видеорегистратор Dahua DHI-XVR4116HS-1,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);3;1;
189;‘истема контролЯ, видеонаблюдение, видеорегистратор DHI-NVR-5216-4KS2,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
190;‘истема контролЯ, видеонаблюдение, видеорегистратор DS-7316HI-ST,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
191;‘истема контролЯ, видеонаблюдение, видеорегистратор,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);4;1;
192;‘истема контролЯ, доступ, контроллер Sphinx E500,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);2;1;
193;‘истема контролЯ, доступ, турникет,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);6;1;
194;‘канер, Canon, CanoScan LiDE 400;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
195;‘канер, Canon, DR-C125;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
196;‘канер, Canon, P 215 DMS;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
197;‘канер, Canon, P-215 II;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);2;1;
198;"‘умка, 15,6"", длЯ ноутбука, нейлон,";“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
199;’елефон мобильный, Samsung,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
200;’елефон мобильный, Samsung, Galaxy A01 SM-A015F;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
201;’елефон стационарный, IP-телефон Panasonic KX-NT511ARUW;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);2;1;
202;’елефон стационарный, аппарат телефонный Panasonic KX-DT521RU;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
203;’елефон стационарный, проводной цифровой Panasonic KX-DT321RU;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);12;1;
204;’елефон стационарный, проводной цифровой Panasonic KX-DT546RU;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
205;’елефон стационарный, системный Panasonic KX-DT521RU;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);4;1;
206;’елефон стационарный, системный Panasonic KX-DT543RUB;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;
207;•олодильник, ‘моленск 417,;“правление Ћфис 1 (‡емлЯной вал, 61 стр. 2);1;1;

