vedpos;name;place;kolvo;placepriority;
56;Сетевое оборудование, маршрутизатор (роутер), ZyXEL, Keenetic Extra,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
57;Сетевое оборудование, точка доступа, Ubiquiti, PowerBeam M2-400,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);3;1;
58;"Сетевое оборудование, шкаф телекоммуникационный, CABEUS, 19"" 9U,";ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);2;1;
59;Система контроля, видеонаблюдение, IP камера Dahua DH-IPC-HFW2231TP-ZS,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);8;1;
60;Система контроля, видеонаблюдение, IP камера Falcon Eye FE-IPC-DL200P,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);2;1;
61;Система контроля, видеонаблюдение, IP камера Falcon Eye FE-IPC-DP2e-30p,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
62;Система контроля, видеонаблюдение, IP камера HiWatch DS-I122,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);9;1;
63;Система контроля, видеонаблюдение, IP камера HiWatch DS-l202,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);2;1;
64;Система контроля, видеонаблюдение, видеокамера,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);5;1;
65;Система контроля, видеонаблюдение, видеорегистратор Dahua DHI-XVR5216AN-S2,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
66;Система контроля, видеонаблюдение, видеорегистратор DHI-NVR-2208-4KS2,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
67;Система контроля, видеонаблюдение, видеорегистратор DHI-NVR2104-4KS2,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);2;1;
68;Система контроля, видеонаблюдение, видеорегистратор DHI-NVR4116HS-4KS2,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
69;Система контроля, видеонаблюдение, видеорегистратор DHI-NVR4216-4KS2/L,;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
70;Сканер, Canon, CanoScan LiDE 400;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
71;"Телевизор, Mystery 32"", LED";ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
72;Телефон стационарный, аппарат телефонный Panasonic KX-DT521RU;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);2;1;
73;Телефон стационарный, аппарат телефонный Panasonic KX-HDV100RUB;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
74;Телефон стационарный, аппарат телефонный Panasonic KX-TS2352RU;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);2;1;
75;Телефон стационарный, аппарат телефонный Ritmix RT-320;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);3;1;
76;Телефон стационарный, системный Panasonic KX-DT521RU;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
77;Тестер кабельный, универсальный, Rexant 2468;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
78;Тестер кабельный, универсальный, МТ-7068;ПБ Бирюлево Офис 2 (ул.Подольских курсантов, 22Б);1;1;
79;Аппарат кассовый, Атол 30Ф, с фискальной памятью;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
80;АТС модуль расширения, Panasonic, KX-TVM50,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
81;АТС модуль расширения, АСТАРТА, iBase TDMoIP 4xE1,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
82;Дрель электрическая, -шуруповерт аккумуляторная Makita 6319DWAE,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
83;ИБП, APC, Back-UPS BR900G-RS,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
84;ИБП, APC, Back-UPS Pro 900,;Управление Офис 1 (Земляной вал, 61 стр. 2);16;1;
85;ИБП, CyberPower, OR1000ELCDRM1U,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
86;Инструмент для сетей и компьютерной техники, для заделки кабеля, Cabeus HT-3240;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
87;Клавиатура, USB Apple Magic Keyboard,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
88;Клавиатура, USB CHERRY G86-63400,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
89;Колонки для компьютерной техники, Logitech, Z-120;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
90;"Компьютер, ноутбук, Acer Extensa EX215-51-569V 15.6"" Core i5-10210U, 512 Gb SSD, Windows 10,";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
91;Компьютер, ноутбук, Acer TravelMate P2 TMP259-G2-M-55DP Windows 10,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
92;Компьютер, ноутбук, Lenovo IdeaPad 100-15 Без предустановленного ПО,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
93;"Компьютер, ноутбук, Lenovo IdeaPad 3-15 15.6"" i3-1005G1, 8GB, 512 Gb SSD, Windows 10,";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
94;Компьютер, ноутбук, Lenovo V340-17IKB i3-8145U, 8GB, 1 Tb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
95;Компьютер, персональный компьютер, Dell 3470 Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
96;Компьютер, персональный компьютер, Dell 3470-0908 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
97;Компьютер, персональный компьютер, Dell Optiplex 3050 MT Windows 10,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
98;Компьютер, персональный компьютер, Dell Vostro 3268, Intel Core i57400/DDR4 4GB/1000GB Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
99;Компьютер, персональный компьютер, Dell Vostro 3268, Intel Core i57400/DDR4 4GB/500GB Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
100;Компьютер, персональный компьютер, Dell Vostro 3670-0939 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);7;1;
101;Компьютер, персональный компьютер, HP 280 G1 MT Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
102;Компьютер, персональный компьютер, HP 400G1PD DM Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
103;Компьютер, персональный компьютер, HP 6300 i3-3220 Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
104;Компьютер, персональный компьютер, HP 7300 Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);9;1;
105;Компьютер, персональный компьютер, HP ProDesk 400 G4 SFF i3-7100, 4 Gb, 500 Gb, Windows 10 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
106;Компьютер, персональный компьютер, HP Z220 Xeon E3-1240 Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
107;Компьютер, персональный компьютер, HP, 500B MT Pentium , Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);7;1;
108;Компьютер, персональный компьютер, HP, Compaq dx2400  Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
109;Компьютер, персональный компьютер, HP, dx2300 MT  DualCore PE-2160, Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);5;1;
110;Компьютер, планшет, Apple iPad 128Gb iOS,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
111;Компьютер, системный блок, Dell Vostro 3671 i3-9100, 4 Gb, 1 Tb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
112;Компьютер, системный блок, Dell Vostro 3681 Core i3-10100, 8GB, 1 Tb, Windows 10 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
113;Компьютер, Системный блок, HP 280 G1 MT HP Care Pack,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
114;Компьютер, Системный блок, HP 3500 Pro MT Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);20;1;
115;Компьютер, Системный блок, HP 400 ProDesk G2 MT Core i5-4590S, 4 Gb, 1 Tb, Windows 7 Pro 64-bit,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
116;Компьютер, системный блок, HP 400 ProDesk G2 MT Core i5-4590S, 4 Gb, 500 Gb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
117;Компьютер, системный блок, HP 600 G3 SFF ProDesk Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
118;Компьютер, Системный блок, HP 6000 Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
119;Компьютер, системный блок, HP 6200 Pro MT Core i3-2120, 2 Gb, 500 Gb, Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);20;1;
120;Компьютер, Системный блок, HP dc7600 Windows XP Prof Rus,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
121;Компьютер, Системный блок, HP ProDesk 600 G1 TWR Core i5-4570, 4 Gb, 500 Gb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
122;Компьютер, системный блок, Lenovo IdeaCentre 90hx001brs Без предустановленного ПО,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
123;Лестница хозяйственная, стремянка, алюминевая, L=1,24м,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
124;Молоток, дерево квадратный боек, 0,400кг,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
125;"Монитор, Samsung 22""";Управление Офис 1 (Земляной вал, 61 стр. 2);31;1;
126;"Монитор, Samsung 23.6""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
127;"Монитор, Samsung 23""";Управление Офис 1 (Земляной вал, 61 стр. 2);8;1;
128;"Монитор, Samsung E2220N 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
129;"Монитор, Samsung S22B300B 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
130;"Монитор, Samsung S22C450B 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
131;"Монитор, Samsung S22D300HY 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
132;"Монитор, Samsung S22E200NY 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);5;1;
133;"Монитор, Samsung S22E450B 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
134;"Монитор, Samsung S24D300H 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
135;"Монитор, Samsung S24E390HL 23.6""";Управление Офис 1 (Земляной вал, 61 стр. 2);7;1;
136;"Монитор, Samsung S24F350FHI 23.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
137;"Монитор(8528521000), Dell 23""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
138;"Монитор(8528521000), Dell 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
139;"Монитор(8528521000), HP 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
140;"Монитор(8528521000), HP E241i 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
141;"Монитор(8528521000), Philips 27""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
142;"Монитор(8528521000), Samsung S23E200B 23""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
143;"Монитор(8528521000), Samsung S24F350FHI 23.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
144;"Монитор(8528599009), Dell E2218HN 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
145;"Монитор(8528599009), Dell E2418HN 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);5;1;
146;"Монитор(8528599009), Dell SE2416H 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
147;МФУ (принтер, копир, факс), Canon i-SENSYS MF416dw,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
148;МФУ (принтер, копир, факс), HP LaserJet M1536 , принтер+сканер+копир А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
149;МФУ (принтер, копир, факс), HP LaserJet Pro 400 M425dn,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
150;МФУ (принтер, копир, факс), HP LaserJet Pro M225 (CF485A), А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
151;МФУ (принтер, копир, факс), HP LaserJet Pro M426fdn, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);5;1;
152;МФУ (принтер, копир, факс), HP LaserJet Pro M428dw,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
153;МФУ (принтер, копир, факс), KYOCERA Ecosys M2035DN, принтер+сканер+копир А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
154;МФУ (принтер, копир, факс), KYOCERA Ecosys M3040IDN, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
155;МФУ (принтер, копир, факс), KYOCERA Ecosys M5526cdn,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
156;МФУ (принтер, копир, факс), KYOCERA TASKalfa 1800,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
157;МФУ (принтер, копир, факс), Xerox WC 7220, принтер+сканер+копир А3,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
158;МФУ (принтер, копир, факс), Xerox WC 7220, принтер+сканер+копир А3,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
159;Набор инструментальный, универсальный 39предм.,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
160;Обогреватель, анодированный ZPAS WN-0211-02-00-000,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
161;Оборудование для обработки бумаги, уничтожитель бумаги(шредер) Gladwork Aquarium 25CD;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
162;Оборудование для обработки бумаги, уничтожитель бумаги(шредер) HSM SECURIO C14-4х25;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
163;Оборудование для обработки бумаги, уничтожитель бумаги(шредер) HSM ShredStar X5-4.5x30;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
164;Перфоратор, Makita HR160DWA 1,2Дж 12В SDS-plus;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
165;Перфоратор, Makita HR2450 950Вт, 15Дж SDS-Max;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
166;Прибор, тестер для проверки качества видеосигнала, Expert-4IP/CMOT;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
167;Принтер, Brother, QL-800;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
168;Принтер, Canon, PIXMA IX6840;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
169;Принтер, HP, LaserJet M601n А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
170;Принтер, HP, LaserJet P2055dn CE459A;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
171;Принтер, HP, LaserJet Pro 400 M401d;Управление Офис 1 (Земляной вал, 61 стр. 2);10;1;
172;Принтер, Ricoh, SP C250DN;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
173;Радиостанция, портативная FT-60R Yaesu;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
174;Сетевое оборудование, коммутатор, Dahua, DH-(PFS3110)-8P-96,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
175;Сетевое оборудование, коммутатор, HP, 1910-48G,;Управление Офис 1 (Земляной вал, 61 стр. 2);7;1;
176;Сетевое оборудование, коммутатор, HP, 1910-8G,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
177;Сетевое оборудование, коммутатор, HP, 1920-48G,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
178;Сетевое оборудование, коммутатор, HP, PS1810-8G,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
179;Сетевое оборудование, коммутатор, ZyXEL, GS-105B,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
180;Сетевое оборудование, коммутатор, ZyXEL, GS-108B,;Управление Офис 1 (Земляной вал, 61 стр. 2);7;1;
181;Сетевое оборудование, маршрутизатор (роутер), ZTE, MF283V,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
182;Сетевое оборудование, маршрутизатор (роутер), ZTE, MF838FT,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
183;Сетевое оборудование, маршрутизатор (роутер), ZyXEL, Keenetic,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
184;Сетевое оборудование, точка доступа, Ubiquiti, Bullet,;Управление Офис 1 (Земляной вал, 61 стр. 2);7;1;
185;"Сетевое оборудование, шкаф телекоммуникационный, CABEUS, 19"" 9U,";Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
186;Система контроля, видеонаблюдение, IP камера Dahua DH-IPC-HFW2231TP-ZS,;Управление Офис 1 (Земляной вал, 61 стр. 2);10;1;
187;Система контроля, видеонаблюдение, видеокамера,;Управление Офис 1 (Земляной вал, 61 стр. 2);32;1;
188;Система контроля, видеонаблюдение, видеокамера,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
189;Система контроля, видеонаблюдение, видеорегистратор Dahua DHI-XVR4116HS-1,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
190;Система контроля, видеонаблюдение, видеорегистратор DHI-NVR-5216-4KS2,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
191;Система контроля, видеонаблюдение, видеорегистратор DS-7316HI-ST,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
192;Система контроля, видеонаблюдение, видеорегистратор,;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
193;Система контроля, доступ, контроллер Sphinx E500,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
194;Система контроля, доступ, турникет,;Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
195;Сканер, Canon, CanoScan LiDE 400;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
196;Сканер, Canon, DR-C125;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
197;Сканер, Canon, P 215 DMS;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
198;Сканер, Canon, P-215 II;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
199;"Сумка, 15,6"", для ноутбука, нейлон,";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
200;Телефон мобильный, Samsung,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
201;Телефон мобильный, Samsung, Galaxy A01 SM-A015F;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
202;Телефон стационарный, IP-телефон Panasonic KX-NT511ARUW;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
203;Телефон стационарный, аппарат телефонный Panasonic KX-DT521RU;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
204;Телефон стационарный, проводной цифровой Panasonic KX-DT321RU;Управление Офис 1 (Земляной вал, 61 стр. 2);12;1;
205;Телефон стационарный, проводной цифровой Panasonic KX-DT546RU;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
206;Телефон стационарный, системный Panasonic KX-DT521RU;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
